,Unnamed: 0,Artist and Title,Artist,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre,track_name,track_id
148,148,Wiz Khalifa - We Dem Boyz,Wiz Khalifa,332404160,42678,2014.0,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,pittsburgh rap,pop rap, We Dem Boyz,
149,149,Sam Smith - Have Yourself A Merry Little Christmas,Sam Smith,328628303,3828,2014.0,Pop,"['pop', 'uk pop']",pop,uk pop,Unknown, Have Yourself A Merry Little Christmas,
150,150,Romeo Santos - Cancioncitas de Amor,Romeo Santos,328245985,263845,2014.0,World/Traditional,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",bachata,latin hip hop,latin pop, Cancioncitas de Amor,
151,151,Taylor Swift - Out Of The Woods,Taylor Swift,328130844,50820,2014.0,Pop,['pop'],pop,Unknown,Unknown, Out Of The Woods,
152,152,Sam Smith - Make It To Me,Sam Smith,325278606,59098,2014.0,Pop,"['pop', 'uk pop']",pop,uk pop,Unknown, Make It To Me,
153,153,Hans Zimmer - Cornfield Chase,Hans Zimmer,324993617,250790,2014.0,Classical/Orchestral,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",german soundtrack,orchestral soundtrack,soundtrack, Cornfield Chase,
154,154,Oliver Heldens - Gecko (Overdrive),Oliver Heldens,323742818,102156,2014.0,Electronic/Dance,"['dutch house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",dutch house,edm,electro house, Gecko (Overdrive),
155,155,Tiësto - Red Lights,Tiësto,322314660,49453,2014.0,Electronic/Dance,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",big room,brostep,dutch edm, Red Lights,
156,156,J. Cole - Apparently,J. Cole,320645909,67764,2014.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",conscious hip hop,hip hop,north carolina hip hop, Apparently,
157,157,Ariel Camacho y Los Plebes Del Rancho - Te Metiste,Ariel Camacho y Los Plebes Del Rancho,319731354,143686,2014.0,World/Traditional,"['banda', 'corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sierreno']",banda,corrido,corridos tumbados, Te Metiste,
158,158,TK from Ling tosite sigure - unravel,TK from Ling tosite sigure,318219019,122470,2014.0,Rock,"['anime', 'j-rock']",anime,j-rock,Unknown, unravel,
159,159,Nicky Jam - Travesuras,Nicky Jam,314084785,81174,2014.0,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,reggaeton,trap latino, Travesuras,
160,160,BONES - HDMI,BONES,313240374,209371,2014.0,Hip-Hop/Rap,"['cloud rap', 'dark trap']",cloud rap,dark trap,Unknown, HDMI,
161,161,Mitski - Francis Forever,Mitski,311982134,264381,2014.0,Indie/Alternative,"['brooklyn indie', 'pov: indie']",brooklyn indie,pov: indie,Unknown, Francis Forever,
162,162,Lana Del Rey - Ultraviolence,Lana Del Rey,311840293,291660,2014.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown, Ultraviolence,
163,163,Ha*Ash - Lo Aprendí de Ti,Ha*Ash,310831386,293454,2014.0,Pop,"['latin arena pop', 'latin pop', 'mexican pop']",latin arena pop,latin pop,mexican pop, Lo Aprendí de Ti,0HP97hbAoqKAWnEwXAU7A5
164,164,OneRepublic - Love Runs Out,OneRepublic,310157119,63245,2014.0,Pop,"['piano rock', 'pop']",piano rock,pop,Unknown, Love Runs Out,
165,165,J. Cole - A Tale Of 2 Citiez,J. Cole,308823556,44418,2014.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",conscious hip hop,hip hop,north carolina hip hop, A Tale Of 2 Citiez,
166,166,Pitbull - We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,308332917,154744,2014.0,Pop,"['dance pop', 'miami hip hop', 'pop']",dance pop,miami hip hop,pop, We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],
167,167,Trey Songz - Na Na,Trey Songz,308181577,115573,2014.0,Pop,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",dance pop,r&b,southern hip hop, Na Na,
168,168,Olly Murs - Up,Olly Murs,304837289,66276,2014.0,Pop,"['dance pop', 'pop', 'talent show', 'uk pop']",dance pop,pop,talent show, Up,3riCZfIhdjrCr5PgYUFUi3
169,169,Migos - Fight Night,Migos,302011788,45265,2014.0,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",atl hip hop,hip hop,pop rap, Fight Night,
170,170,Sam Smith - Lay Me Down,Sam Smith,301882901,158219,2014.0,Pop,"['pop', 'uk pop']",pop,uk pop,Unknown, Lay Me Down,
171,171,Cartel De Santa - Si Te Vienen a Contar,Cartel De Santa,298915014,130958,2014.0,Hip-Hop/Rap,"['latin hip hop', 'mexican hip hop']",latin hip hop,mexican hip hop,Unknown, Si Te Vienen a Contar,
172,172,One Direction - No Control,One Direction,295956015,74688,2014.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop, No Control,
173,173,Lana Del Rey - Pretty When You Cry,Lana Del Rey,294161452,273487,2014.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown, Pretty When You Cry,
174,174,Seinabo Sey - Younger,Seinabo Sey,294147907,41287,2014.0,Pop,"['swedish electropop', 'swedish soul']",swedish electropop,swedish soul,Unknown, Younger,1Y4wX0FH1JIPrxHNSWJsMR
175,175,KANA-BOON - シルエット,KANA-BOON,291862231,149877,2014.0,Rock,"['anime', 'j-pop', 'j-rock']",anime,j-pop,j-rock,BOON - シルエット,
176,176,Banda MS de Sergio Lizárraga - A Lo Mejor,Banda MS de Sergio Lizárraga,291782625,241224,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno, A Lo Mejor,
177,177,Lana Del Rey - Sad Girl,Lana Del Rey,289443998,354786,2014.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown, Sad Girl,
178,178,Hozier - Jackie and Wilson,Hozier,287780591,192748,2014.0,Rock,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",irish singer-songwriter,modern rock,pop, Jackie and Wilson,
179,179,ScHoolboy Q - Studio,ScHoolboy Q,286554059,85697,2014.0,Hip-Hop/Rap,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",gangster rap,hip hop,pop rap, Studio,
180,180,Taylor Swift - New Romantics,Taylor Swift,284949831,65051,2014.0,Pop,['pop'],pop,Unknown,Unknown, New Romantics,
181,181,"La Adictiva - Después de Ti, ¿Quién?",La Adictiva,284849371,228261,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno," Después de Ti, ¿Quién?",
182,182,Michael Jackson - Chicago,Michael Jackson,284109293,280165,2014.0,R&B/Soul,"['r&b', 'soul']",r&b,soul,Unknown, Chicago,0C0f0DloFI7Kqi104RU9Sl
183,183,George Ezra - Blame It on Me,George Ezra,283799556,205804,2014.0,Pop,"['folk-pop', 'neo-singer-songwriter']",folk-pop,neo-singer-songwriter,Unknown, Blame It on Me,
184,184,PARTYNEXTDOOR - Recognize,PARTYNEXTDOOR,282728376,128928,2014.0,R&B/Soul,"['r&b', 'rap', 'urban contemporary']",r&b,rap,urban contemporary, Recognize,
185,185,La Arrolladora Banda El Limón De Rene Camacho - Ya Te Perdí La Fe,La Arrolladora Banda El Limón De Rene Camacho,282640577,240240,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno, Ya Te Perdí La Fe,
186,186,Rich Gang - Lifestyle,Rich Gang,279944003,107459,2014.0,,,,,, Lifestyle,
187,187,The Living Tombstone - It's Been So Long,The Living Tombstone,277519915,176177,2014.0,Electronic/Dance,"['otacore', 'pixel', 'pov: indie']",otacore,pixel,pov: indie, It's Been So Long,
188,188,Cold War Kids - First,Cold War Kids,269903904,78897,2014.0,Rock,"['indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'stomp and holler']",indie rock,modern alternative rock,modern rock, First,
189,189,KONGOS - Come with Me Now,KONGOS,269623413,67513,2014.0,Rock,"['modern alternative rock', 'modern blues rock', 'south african rock']",modern alternative rock,modern blues rock,south african rock, Come with Me Now,
190,190,Diplo - Welcome to the Party,Diplo,269061260,65047,2014.0,Pop,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",dance pop,edm,electro house, Welcome to the Party,
191,191,Imagine Dragons - I’m So Sorry,Imagine Dragons,268623223,90261,2014.0,Rock,"['modern rock', 'pop', 'rock']",modern rock,pop,rock, I’m So Sorry,
192,192,El Chapo De Sinaloa - Le Hace Falta Un Beso,El Chapo De Sinaloa,266209408,368348,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno, Le Hace Falta Un Beso,
193,193,George Ezra - Barcelona,George Ezra,266192466,57903,2014.0,Pop,"['folk-pop', 'neo-singer-songwriter']",folk-pop,neo-singer-songwriter,Unknown, Barcelona,
194,194,Enrique Iglesias - Loco,Enrique Iglesias,265954256,164971,2014.0,Pop,"['dance pop', 'latin pop', 'mexican pop']",dance pop,latin pop,mexican pop, Loco,
195,195,Indila - Tourner Dans Le Vide,Indila,264588262,173122,2014.0,Pop,['french pop'],french pop,Unknown,Unknown, Tourner Dans Le Vide,
196,196,Dierks Bentley - Drunk On A Plane,Dierks Bentley,264058457,110171,2014.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road, Drunk On A Plane,
197,197,T-Pain - Up Down (Do This All Day),T-Pain,263539660,127248,2014.0,Pop,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",dance pop,gangster rap,hip hop,Pain - Up Down (Do This All Day),
198,198,Wiz Khalifa - So High,Wiz Khalifa,260066223,52153,2014.0,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,pittsburgh rap,pop rap, So High,
199,199,Hozier - From Eden,Hozier,258152656,148739,2014.0,Rock,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",irish singer-songwriter,modern rock,pop, From Eden,
200,200,Slipknot - Custer,Slipknot,258056268,197139,2014.0,Metal,"['alternative metal', 'nu metal', 'rap metal', 'rock']",alternative metal,nu metal,rap metal, Custer,
201,201,Banda MS de Sergio Lizárraga - No Me Pidas Perdón,Banda MS de Sergio Lizárraga,257344161,168798,2014.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno, No Me Pidas Perdón,
202,202,Royal Blood - Figure It Out,Royal Blood,257056788,68632,2014.0,Indie/Alternative,"['brighton indie', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",brighton indie,garage rock,modern alternative rock, Figure It Out,7obknT4ali5yflrUprzKv6
203,203,Plan B - Mi Vecinita,Plan B,255557539,215885,2014.0,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino, Mi Vecinita,
204,204,David Guetta - Shot Me Down,David Guetta,254557572,45078,2014.0,Electronic/Dance,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",big room,dance pop,edm, Shot Me Down,
205,205,Enrique Iglesias - El Perdedor,Enrique Iglesias,253809697,143315,2014.0,Pop,"['dance pop', 'latin pop', 'mexican pop']",dance pop,latin pop,mexican pop, El Perdedor,
206,206,Imagine Dragons - Radioactive,Imagine Dragons,253605519,25269,2014.0,Rock,"['modern rock', 'pop', 'rock']",modern rock,pop,rock, Radioactive,
207,207,Taylor Swift - Welcome To New York,Taylor Swift,252759770,57389,2014.0,Pop,['pop'],pop,Unknown,Unknown, Welcome To New York,
208,208,BTS - Boy In Luv,BTS,252113490,71266,2014.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo, Boy In Luv,
209,209,The Chainsmokers - #SELFIE,The Chainsmokers,250368732,34016,2014.0,Pop,['pop'],pop,Unknown,Unknown, #SELFIE,
210,210,Lana Del Rey - The Other Woman,Lana Del Rey,250122938,204478,2014.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown, The Other Woman,
211,211,YG - Who Do You Love?,YG,249669336,68841,2014.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo, Who Do You Love?,
212,212,Little Big Town - Girl Crush,Little Big Town,249530113,72127,2014.0,World/Traditional,"['contemporary country', 'country', 'country dawn', 'country road']",contemporary country,country,country dawn, Girl Crush,
213,213,John Legend - All of Me,John Legend,249048619,21511,2014.0,Pop,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",neo soul,pop,pop soul, All of Me,0Ax2NoI0RQIMRrJnwtGroQ
214,214,Lee Brice - I Don't Dance,Lee Brice,248262374,50068,2014.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road, I Don't Dance,
215,215,ILOVEMAKONNEN - Tuesday,ILOVEMAKONNEN,245154696,40217,2014.0,Hip-Hop/Rap,"['atl hip hop', 'lgbtq+ hip hop', 'trap']",atl hip hop,lgbtq+ hip hop,trap, Tuesday,
216,216,Brantley Gilbert - Bottoms Up,Brantley Gilbert,244931505,63211,2014.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road, Bottoms Up,
217,217,"Ha*Ash - Perdón, Perdón",Ha*Ash,240574798,120638,2014.0,Pop,"['latin arena pop', 'latin pop', 'mexican pop']",latin arena pop,latin pop,mexican pop," Perdón, Perdón",0QsEOvw4FtAiIfw5176szX
218,218,Nicki Minaj - Pills N Potions,Nicki Minaj,240182384,50678,2014.0,Pop,"['hip pop', 'pop', 'queens hip hop', 'rap']",hip pop,pop,queens hip hop, Pills N Potions,
219,219,Beyoncé - Flawless Remix,Beyoncé,239002184,32307,2014.0,Pop,"['pop', 'r&b']",pop,r&b,Unknown, Flawless Remix,
220,220,Olly Murs - Wrapped Up,Olly Murs,238343402,20288,2014.0,Pop,"['dance pop', 'pop', 'talent show', 'uk pop']",dance pop,pop,talent show, Wrapped Up,
221,221,Calle 13 - Ojos Color Sol,Calle 13,235621872,81678,2014.0,World/Traditional,"['latin afrobeat', 'latin alternative', 'latin hip hop', 'latin rock', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol']",latin afrobeat,latin alternative,latin hip hop, Ojos Color Sol,
222,222,Chayanne - Humanos a Marte,Chayanne,235171396,95173,2014.0,Pop,"['latin pop', 'puerto rican pop']",latin pop,puerto rican pop,Unknown, Humanos a Marte,
223,223,Cody Johnson - Me and My Kind,Cody Johnson,235063301,242227,2014.0,World/Traditional,"['classic texas country', 'contemporary country', 'modern country pop']",classic texas country,contemporary country,modern country pop, Me and My Kind,
224,224,Vance Joy - Fire and the Flood,Vance Joy,234920899,84314,2014.0,Pop,"['folk-pop', 'modern rock']",folk-pop,modern rock,Unknown, Fire and the Flood,
225,225,Justin Bieber - All That Matters,Justin Bieber,234605394,82229,2014.0,Pop,"['canadian pop', 'pop']",canadian pop,pop,Unknown, All That Matters,
226,226,SALES - Chinese New Year,SALES,234057941,75599,2014.0,,,,,, Chinese New Year,
227,227,SoMo - Ride,SoMo,233871860,49335,2014.0,,,,,, Ride,
228,228,Banda Los Recoditos - Me Sobrabas Tú,Banda Los Recoditos,232950933,107979,2014.0,World/Traditional,"['banda', 'banda sinaloense', 'musica mexicana', 'norteno']",banda,banda sinaloense,musica mexicana, Me Sobrabas Tú,
229,229,First Aid Kit - My Silver Lining,First Aid Kit,231262005,81938,2014.0,Indie/Alternative,"['swedish americana', 'swedish country']",swedish americana,swedish country,Unknown, My Silver Lining,
230,230,Bush - Glycerine,Bush,228063953,113823,2014.0,Pop,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",art pop,art rock,baroque pop, Glycerine,
231,231,Ariana Grande - Best Mistake,Ariana Grande,227613287,51388,2014.0,Pop,['pop'],pop,Unknown,Unknown, Best Mistake,
232,232,Caos - La Planta,Caos,226980952,170508,2014.0,Electronic/Dance,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']",indietronica,metropopolis,nu disco, La Planta,
233,233,Young the Giant - Mind Over Matter,Young the Giant,225968136,133884,2014.0,Electronic/Dance,"['indietronica', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",indietronica,modern alternative rock,modern rock, Mind Over Matter,3br6F3LxOoKwOsGpqMtd7Y
234,234,Remmy Valenzuela - Mi Princesa,Remmy Valenzuela,224710974,141764,2014.0,World/Traditional,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",banda,corrido,musica mexicana, Mi Princesa,
235,235,Rita Ora - I Will Never Let You Down,Rita Ora,223945259,38409,2014.0,Pop,"['dance pop', 'pop', 'uk pop']",dance pop,pop,uk pop, I Will Never Let You Down,
236,236,One Direction - Stockholm Syndrome,One Direction,223249332,62059,2014.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop, Stockholm Syndrome,
237,237,ODESZA - Sun Models,ODESZA,222075608,55649,2014.0,Electronic/Dance,"['chillwave', 'edm', 'indietronica']",chillwave,edm,indietronica, Sun Models,
238,238,Taylor Swift - All You Had To Do Was Stay,Taylor Swift,221768514,26968,2014.0,Pop,['pop'],pop,Unknown,Unknown, All You Had To Do Was Stay,
239,239,Indila - Love Story,Indila,221566728,320127,2014.0,Pop,['french pop'],french pop,Unknown,Unknown, Love Story,
240,240,Enrique Iglesias - Bailando,Enrique Iglesias,220998899,43453,2014.0,Pop,"['dance pop', 'latin pop', 'mexican pop']",dance pop,latin pop,mexican pop, Bailando,
241,241,Austin Mahone - All I Ever Need,Austin Mahone,220376846,53357,2014.0,Pop,"['pop', 'post-teen pop']",pop,post-teen pop,Unknown, All I Ever Need,
242,242,Don Miguelo - Como Yo Le Doy,Don Miguelo,220180793,91216,2014.0,Hip-Hop/Rap,"['dembow', 'latin hip hop', 'rap dominicano']",dembow,latin hip hop,rap dominicano, Como Yo Le Doy,
243,243,Melanie Martinez - Carousel,Melanie Martinez,219581036,75771,2014.0,Hip-Hop/Rap,"['alt z', 'electropop', 'pop']",alt z,electropop,pop, Carousel,
244,244,Río Roma - Mi Persona Favorita,Río Roma,218468301,70731,2014.0,Pop,"['latin arena pop', 'latin pop', 'latin viral pop', 'mexican pop']",latin arena pop,latin pop,latin viral pop, Mi Persona Favorita,
245,245,Rascal Flatts - I Like The Sound Of That,Rascal Flatts,218146148,47238,2014.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road, I Like The Sound Of That,
246,246,Luis Fonsi - Llegaste Tú,Luis Fonsi,218122370,66387,2014.0,Pop,"['latin pop', 'puerto rican pop']",latin pop,puerto rican pop,Unknown, Llegaste Tú,
247,247,Jaymes Young - I'll Be Good,Jaymes Young,217893735,36319,2014.0,Pop,['indie poptimism'],indie poptimism,Unknown,Unknown, I'll Be Good,
248,248,BTS - Just One Day,BTS,217257751,82354,2014.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo, Just One Day,
249,249,Kendrick Lamar - i,Kendrick Lamar,213565143,91475,2014.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",conscious hip hop,hip hop,rap, i,
250,250,Cartel De Santa - Los Mensajes del Whatsapp,Cartel De Santa,213094159,92459,2014.0,Hip-Hop/Rap,"['latin hip hop', 'mexican hip hop']",latin hip hop,mexican hip hop,Unknown, Los Mensajes del Whatsapp,
251,251,Night Lovell - Dark Light,Night Lovell,212446913,58059,2014.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian trap', 'cloud rap', 'dark trap', 'ottawa rap']",canadian hip hop,canadian trap,cloud rap, Dark Light,
252,252,Klingande - Jubel,Klingande,211275417,79512,2014.0,Electronic/Dance,"['deep house', 'pop dance', 'tropical house']",deep house,pop dance,tropical house, Jubel,
253,253,J. Cole - Fire Squad,J. Cole,210651110,37065,2014.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",conscious hip hop,hip hop,north carolina hip hop, Fire Squad,
254,254,ODESZA - Say My Name,ODESZA,209217630,48867,2014.0,Electronic/Dance,"['chillwave', 'edm', 'indietronica']",chillwave,edm,indietronica, Say My Name,
255,255,The Living Tombstone - Five Nights at Freddy's,The Living Tombstone,205626763,118840,2014.0,Electronic/Dance,"['otacore', 'pixel', 'pov: indie']",otacore,pixel,pov: indie, Five Nights at Freddy's,
256,256,Fifth Harmony - Sledgehammer,Fifth Harmony,205412330,24433,2014.0,Pop,"['girl group', 'pop', 'talent show']",girl group,pop,talent show, Sledgehammer,
257,257,Philip George - Wish You Were Mine,Philip George,204544617,101907,2014.0,Pop,"['baroque', 'classical', 'early music', 'german baroque']",baroque,classical,early music, Wish You Were Mine,
